Name,Score,Genres,Type,Episodes,Producers,Studios,Source,Duration,Duration_format,Genre_format,Producers_format,Studios_format
Ex-Arm,2.18,"Action, Sci-Fi, Ecchi, Seinen",TV,12,"Nippon Columbia, BS Fuji, Shueisha, Yomiuri TV Enterprise, MAGNET, Video Market, Royal Limousine",Visual Flight,Manga,23 min. per ep.,23,Action,Shueisha,Visual Flight
Bakumatsu: Crisis,5.7,"Action, Historical, Samurai",TV,12,"TBS, MAGES., FuRyu",Studio Deen,Game,24 min. per ep.,24,Action,TBS,Studio Deen
Seikatsu Shuukan The Animation,7.27,Hentai,OVA,2,Pink Pineapple,Seven,Manga,30 min. per ep.,30,Hentai,Pink Pineapple,Seven
Haikyuu!!: To the Top,8.39,"Comedy, Sports, Drama, School, Shounen",TV,13,"Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Production I.G,Manga,24 min. per ep.,24,Comedy,Movic,Production I.G
Kono Oto Tomare! 2nd Season,8.43,"Drama, Music, Romance, School, Shounen",TV,13,"WOWOW, Movic, KlockWorx, Memory-Tech, King Records, Shueisha, Pony Canyon Enterprise",Platinum Vision,Manga,23 min. per ep.,23,Drama,Movic,Platinum Vision
Infinite Dendrogram,6.14,"Game, Fantasy",TV,13,"AT-X, Nippon Columbia, KlockWorx, Hobby Japan, Studio Mausu, Hakuhodo DY Music & Pictures, BS11, Anima&Co.",NAZ,Light novel,23 min. per ep.,23,Fantasy,AT-X,NAZ
Kyochuu Rettou,4.46,Horror,OVA,1,Nihon Ad Systems,Passione,Manga,22 min.,22,Horror,Nihon Ad Systems,Passione
Tong Ling Fei,7.74,"Comedy, Historical, Drama, Romance",ONA,16,Tencent Animation & Comics,Haoliners Animation League,Web manga,20 min. per ep.,20,Comedy,Tencent Animation & Comics,Haoliners Animation League
Shao Nian Ge Xing,6.89,"Action, Adventure, Mystery, Historical, Martial Arts",ONA,26,bilibili,CG Year,Novel,26 min. per ep.,26,Action,bilibili,CG Year
Kochouki: Wakaki Nobunaga,6.51,"Action, Historical, Drama, Samurai",TV,12,"WOWOW, Genco, MediaNet, AT-X, Tokuma Shoten, flying DOG, BS Fuji, 81 Produce, Tokyo MX, Docomo Anime Store, Happinet",Studio Deen,Original,23 min. per ep.,23,Action,AT-X,Studio Deen
Tsurune: Kazemai Koukou Kyuudoubu - Yabai,7.12,"Sports, Drama, School",Special,1,"Pony Canyon, Rakuonsha, Bandai Namco Arts",Kyoto Animation,Light novel,24 min.,24,Drama,Pony Canyon,Kyoto Animation
Nekopara,6.76,"Slice of Life, Comedy",TV,12,"Movic, AT-X, KlockWorx, Good Smile Company, Avex Pictures, Avex Technologies",Felix Film,Visual novel,23 min. per ep.,23,Comedy,Movic,Felix Film
Miru Tights,6.57,"Ecchi, School",ONA,12,TRUSS,Yokohama Animation Lab,Original,4 min. per ep.,4,School,TRUSS,Yokohama Animation Lab
Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note - Hakamori to Neko to Majutsushi,7.11,"Fantasy, Mystery, Supernatural",Special,1,Magic Capsule,TROYCA,Light novel,24 min.,24,Fantasy,Magic Capsule,TROYCA
Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,7.36,"Fantasy, Mystery, Supernatural",TV,13,"Aniplex, Notes",TROYCA,Light novel,23 min. per ep.,23,Fantasy,Aniplex,TROYCA
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze Recaps,6.74,"Action, Adventure, Shounen",Special,3,"Warner Bros. Japan, Shueisha",David Production,Manga,23 min. per ep.,23,Action,Shueisha,David Production
Bouen no March,6.07,Music,Music,1,Toy's Factory,HOTZIPANG,Original,4 min.,4,Music,Toy's Factory,HOTZIPANG
Birthday Wonderland,6.52,"Adventure, Fantasy",Movie,1,"Aniplex, Dentsu, Fuji TV, Warner Bros. Japan",Signal.MD,Book,1 hr. 55 min.,115,Fantasy,Aniplex,Signal.MD
Chuan Shu Zijiu Zhinan,7.83,"Historical, Demons, Supernatural, Drama",ONA,10,"Tencent Penguin Pictures, iQIYI",Djinn Power,Novel,20 min. per ep.,20,Drama,Tencent Penguin Pictures,Djinn Power
Rikei ga Koi ni Ochita no de Shoumei shitemita.,7.35,"Comedy, Romance",ONA,12,"Flex Comix, Hokkaido Cultural Broadcasting, BS11, Yomiuri TV Enterprise, Kanetsu Investment, Toyo Recording, ibis Capital Partners, Y&N Brothers, Supa Love",Zero-G,Web manga,23 min. per ep.,23,Comedy,BS11,Zero-G
Karakai Jouzu no Takagi-san 2,8.15,"Slice of Life, Comedy, Romance, School, Shounen",TV,12,"Dentsu, TMS Entertainment, Asmik Ace, TOHO animation, Shogakukan, Sumitomo",Shin-Ei Animation,Manga,23 min. per ep.,23,Comedy,Dentsu,Shin-Ei Animation
Kyokou Suiri,6.96,"Mystery, Demons, Supernatural, Romance, Shounen",TV,12,"Nihon Ad Systems, Kodansha, KlockWorx, Docomo Anime Store, King Records, GYAO!, BS NTV, Crunchyroll SC Anime Fund, Marui Group",Brain's Base,Manga,24 min. per ep.,24,Romance,KlockWorx,Brain's Base
Ling Feng Zhe,6.07,"Slice of Life, Historical, Drama, Romance",ONA,7,bilibili,Wawayu Animation,Original,24 min. per ep.,24,Drama,bilibili,Wawayu Animation
Wu Dong Qian Kun,7.39,"Action, Adventure, Historical, Martial Arts, Fantasy",ONA,12,"Tencent Penguin Pictures, China Literature Limited",Motion Magic,Novel,25 min. per ep.,25,Action,Tencent Penguin Pictures,Motion Magic
Dumbbell Nan Kilo Moteru?,7.36,"Comedy, Ecchi, Slice of Life, Sports",TV,12,"AT-X, Shogakukan, Kadokawa Media House, RAY, NTT Plala, Kadokawa",Doga Kobo,Web manga,24 min. per ep.,24,Comedy,AT-X,Doga Kobo
Hataage! Kemono Michi,6.69,"Comedy, Fantasy, Shounen",TV,12,"AT-X, Nippon Columbia, Sammy, Kadokawa Media House, Kadokawa, CA-Cygames Anime Fund",ENGI,Manga,23 min. per ep.,23,Comedy,AT-X,ENGI
Jashin-chan Dropkick',7.42,"Comedy, Supernatural",ONA,11,"BookLive, ibis Capital Partners, Global Solutions",Nomad,Web manga,23 min. per ep.,23,Comedy,Global Solutions,Nomad
Megane no Megami,7.24,Hentai,OVA,2,Lune Pictures,T-Rex,Manga,15 min. per ep.,15,Hentai,Lune Pictures,T-Rex
Fairy Gone,5.81,"Action, Demons, Fantasy, Magic, Supernatural",TV,12,"Mainichi Broadcasting System, Movic, AT-X, TOHO animation, Medicos Entertainment, BS11, Sanyo",P.A. Works,Original,23 min. per ep.,23,Action,Movic,P.A. Works
Machikado Mazoku,7.68,"Slice of Life, Comedy, Magic",TV,12,"Pony Canyon, TBS, Houbunsha, Medicos Entertainment, RAY",J.C.Staff,4-koma manga,24 min. per ep.,24,Comedy,Pony Canyon,J.C.Staff
Doupo Cangqiong 2nd Season Specials,7.31,"Action, Adventure, Demons, Fantasy",ONA,3,"Tencent Penguin Pictures, China Literature Limited",Motion Magic,Novel,25 min. per ep.,25,Action,Tencent Penguin Pictures,Motion Magic
Super Shiro,6.0,Kids,TV,48,"Shin-Ei Animation, TV Aichi, Futabasha, Audio Planning U, Imagine",Science SARU,Manga,5 min. per ep.,5,Kids,Imagine,Science SARU
A3! Season Spring & Summer,7.14,"Slice of Life, Drama",TV,12,"Pony Canyon, Liber Entertainment","P.A. Works, Studio 3Hz",Game,23 min. per ep.,23,Drama,Pony Canyon,P.A. Works
Xie Wang Zhui Qi,6.7,"Action, Comedy, Drama, Romance, Martial Arts, Fantasy",ONA,13,iQIYI,KJJ Animation,Novel,13 min. per ep.,13,Comedy,iQIYI,KJJ Animation
Shin Chuuka Ichiban!,6.4,"Comedy, Shounen",TV,12,"Kodansha, DMM pictures, JY Animation, China Film Animation, Beijing IMMG","Production I.G, Nihon Ad Systems",Manga,24 min. per ep.,24,Comedy,Kodansha,Production I.G
Beastars,8.05,"Slice of Life, Psychological, Drama, Shounen",TV,12,"Movic, Fuji TV, Bandai, Toho, BS Fuji, TOHO animation, Q-Tec, Akita Shoten, Hakuhodo DY Media Partners, Bandai Spirits",Orange,Manga,22 min. per ep.,22,Drama,Movic,Orange
Mairimashita! Iruma-kun,7.7,"Comedy, Demons, Supernatural, Fantasy, School, Shounen",TV,23,"NHK, NHK Enterprises",Bandai Namco Pictures,Manga,23 min. per ep.,23,Comedy,NHK,Bandai Namco Pictures
Kanata no Astra,8.16,"Sci-Fi, Adventure, Space, Shounen",TV,12,"AT-X, Docomo Anime Store, Shueisha, Kadokawa Media House, Kadokawa",Lerche,Manga,28 min. per ep.,28,Sci-Fi,AT-X,Lerche
Katsute Kami Datta Kemono-tachi e,6.41,"Action, Drama, Fantasy, Military, Shounen",TV,12,"Kodansha, NBCUniversal Entertainment Japan, Tokyo MX, BS11, JR East Marketing & Communications, Cygames, A-Sketch",MAPPA,Manga,23 min. per ep.,23,Action,Kodansha,MAPPA
Bem,6.03,"Action, Demons, Supernatural",TV,12,"TV Tokyo, Nihon Ad Systems, Pony Canyon, KlockWorx, flying DOG","Production I.G, LandQ studios",Original,24 min. per ep.,24,Action,TV Tokyo,Production I.G
Pandora to Akubi,6.15,"Action, Fantasy, Shoujo",Movie,2,"Tatsunoko Production, XFLAG, Sonilude",Bakken Record,Other,27 min. per ep.,27,Action,Sonilude,Bakken Record
Dragon Quest: Your Story,6.85,"Adventure, Comedy, Demons, Magic, Martial Arts, Fantasy",Movie,1,"Dentsu, Square Enix, Yomiuri Telecasting, Toho, Nippon Television Network, Amuse, Shimogumi, GYAO!, KDDI, Sapporo Television Broadcasting, Miyagi Television Broadcasting, Shizuoka Daiichi Television, Chukyo TV Broadcasting, Hiroshima Television, Fukuoka Broadcasting System, LINE Corporation, Yomiuri Shimbun, Abe Shuuji Jimusho, Culture Entertainment","Shirogumi, Robot Communications",Game,1 hr. 42 min.,102,Comedy,Dentsu,Shirogumi
Princess Connect! Re:Dive,7.06,"Action, Adventure, Comedy, Fantasy",TV,13,"WOWOW, Nippon Columbia, Tokyo MX, BS11, Cygames",CygamesPictures,Game,23 min. per ep.,23,Comedy,Tokyo MX,CygamesPictures
Shi Huang Zhi Shen,6.17,"Action, Comedy",ONA,13,bilibili,Haoliners Animation League,Web manga,20 min. per ep.,20,Comedy,bilibili,Haoliners Animation League
Bungaku Shoujo,6.01,Music,Music,1,"Sony Music Communications, Sony Music Entertainment",HOTZIPANG,Other,4 min.,4,Music,Sony Music Entertainment,HOTZIPANG
"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",7.04,"Fantasy, Slice of Life",TV,12,"Genco, Asmik Ace, Hobby Japan, ZERO-A, BS11, Muse Communication",Maho Film,Light novel,23 min. per ep.,23,Fantasy,Genco,Maho Film
Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,6.6,"Comedy, Ecchi, Harem, Romance, School",TV,12,"Gonzo, AT-X, Bandai Namco Live Creative, GYAO!, Kadokawa, INCS toenter, Bandai Namco Arts","Seven, GEEK TOYS",Light novel,23 min. per ep.,23,Comedy,AT-X,Seven
Araiya-san!: Ore to Aitsu ga Onnayu de!?,6.44,"Comedy, Ecchi, Romance",TV,8,Picante Circus,Magic Bus,Manga,3 min. per ep.,3,Comedy,Picante Circus,Magic Bus
Radiant 2nd Season,7.63,"Action, Adventure, Magic, Fantasy",TV,21,NHK Enterprises,Lerche,Other,24 min. per ep.,24,Action,NHK Enterprises,Lerche
"Wei, Kanjian Erduo La! 2",7.4,"Slice of Life, Comedy, Shounen Ai",ONA,12,"bilibili, Alchemy Bros.",monofilmo,Web manga,3 min. per ep.,3,Comedy,bilibili,monofilmo
Koisuru Asteroid,6.87,"Slice of Life, Comedy, School",TV,12,"AT-X, flying DOG, Houbunsha, Kadokawa Media House, RAY, Kadokawa, GRANTdesign",Doga Kobo,4-koma manga,23 min. per ep.,23,Comedy,AT-X,Doga Kobo
Granbelm,6.75,"Fantasy, Magic, Mecha",TV,13,"Mainichi Broadcasting System, Infinite, DMM pictures",Nexus,Original,24 min. per ep.,24,Fantasy,Mainichi Broadcasting System,Nexus
Sounan Desu ka?,6.62,"Adventure, Comedy, Seinen",TV,12,"Nihon Ad Systems, Kodansha, KlockWorx, flying DOG, Avex Pictures, Docomo Anime Store, GYAO!, BS NTV, Marui Group",Ezόla,Manga,13 min. per ep.,13,Comedy,KlockWorx,Ezόla
Gleipnir,7.02,"Action, Mystery, Supernatural, Ecchi, Seinen",TV,13,"Kodansha, bilibili, Good Smile Film",Pine Jam,Manga,23 min. per ep.,23,Action,Kodansha,Pine Jam
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,8.03,"Slice of Life, Fantasy",TV,14,"WOWOW, Genco, MediaNet, KlockWorx, flying DOG, BS Fuji, Yomiuri TV Enterprise, Happinet, Tokyo Animator Gakuin, TO Books, JTB Next Creation",Ajia-Do,Light novel,23 min. per ep.,23,Fantasy,KlockWorx,Ajia-Do
Psycho-Pass 3,7.54,"Action, Sci-Fi, Police, Psychological",TV,8,"Dentsu, Fuji TV, Nitroplus, Sony Music Entertainment, TOHO animation, MAGNET",Production I.G,Original,45 min. per ep.,45,Action,Dentsu,Production I.G
Totsukuni no Shoujo,7.5,"Supernatural, Shounen",OVA,1,"Production I.G, Mag Garden",Wit Studio,Manga,10 min.,10,Shounen,Production I.G,Wit Studio
Phantasy Star Online 2: Episode Oracle,6.55,"Action, Sci-Fi, Space",TV,25,"Frontier Works, Pony Canyon, Sega, Tokyo MX, Sammy, Studio Kai, ADK Emotions",Gonzo,Game,23 min. per ep.,23,Action,Pony Canyon,Gonzo
Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,6.34,Fantasy,TV,12,"Sotsu, MediaNet, Pony Canyon, AT-X, KlockWorx, BS Fuji, Tokyo MX, Bit Promotion, Happinet, Dream Shift, SB Creative",Project No.9,Light novel,23 min. per ep.,23,Fantasy,AT-X,Project No.9
Sakuramiya Shimai no Netorare Kiroku,5.75,Hentai,OVA,2,Media Bank,Queen Bee,Manga,20 min. per ep.,20,Hentai,Media Bank,Queen Bee
Try Knights,4.69,"Sports, School, Josei",TV,12,Nippon Television Network,"Gonzo, Seven",Manga,22 min. per ep.,22,School,Nippon Television Network,Gonzo
Kuutei Dragons,7.05,"Adventure, Fantasy, Seinen",ONA,12,"Kodansha, Fuji TV, Bandai, Nexon, BS Fuji, TOHO animation, Hakuhodo DY Media Partners, Fuji Creative, Bandai Spirits",Polygon Pictures,Manga,23 min. per ep.,23,Fantasy,Fuji TV,Polygon Pictures
Given,8.32,"Drama, Music, Romance, Shounen Ai, Slice of Life",TV,11,"Aniplex, Dentsu, Movic, Fuji TV, Shinshokan",Lerche,Manga,22 min. per ep.,22,Drama,Aniplex,Lerche
Jibaku Shounen Hanako-kun,7.78,"Comedy, School, Shounen, Supernatural",TV,12,"Square Enix, Studio Hibari, Pony Canyon, TBS, Half H.P Studio, Contents Seed",Lerche,Manga,24 min. per ep.,24,Comedy,Pony Canyon,Lerche
Mushoku Tensei: Isekai Ittara Honki Dasu,8.37,"Drama, Magic, Fantasy",TV,11,Egg Firm,Studio Bind,Light novel,23 min. per ep.,23,Drama,Egg Firm,Studio Bind
No Guns Life,6.89,"Action, Sci-Fi, Drama, Seinen",TV,12,"Sony Pictures Entertainment, TBS, AT-X, Hakuhodo DY Music & Pictures, BS11, Egg Firm, Good Smile Film",Madhouse,Manga,24 min. per ep.,24,Action,AT-X,Madhouse
Fragtime,6.53,"Sci-Fi, Slice of Life, Romance, School, Shoujo Ai",Movie,1,Sotsu,Tear Studio,Manga,1 hr.,1,Sci-Fi,Sotsu,Tear Studio
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,8.46,"Slice of Life, Comedy, Drama, Romance, School",TV,12,"Marvelous, TBS, Movic, Delfi Sound, NBCUniversal Entertainment Japan",feel.,Light novel,24 min. per ep.,24,Comedy,Movic,feel.
Boku no Hero Academia the Movie 2: Heroes:Rising,8.08,"Action, Super Power, Shounen",Movie,1,"Dentsu, Yomiuri Telecasting, Movic, Toho, Sony Music Entertainment, Nippon Television Network, Shueisha",Bones,Manga,1 hr. 44 min.,104,Action,Movic,Bones
Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana,6.03,"Action, Police, Vampire, Fantasy",TV,12,"Frontier Works, Lantis, Sega, AT-X, Ai Addiction, Hakuhodo DY Music & Pictures, Yomiuri TV Enterprise, Kadokawa, Bandai Namco Arts, Toyo Recording, arma bianca",Anima&Co.,Original,23 min. per ep.,23,Action,Lantis,Anima&Co.
Sora no Aosa wo Shiru Hito yo,7.53,Drama,Movie,1,"Aniplex, Fuji TV, Toho, Kadokawa, STORY, FILMONY",CloverWorks,Original,1 hr. 46 min.,106,Drama,Aniplex,CloverWorks
High Score Girl II,8.08,"Comedy, Game, Romance, School, Seinen",TV,9,"Square Enix, Mainichi Broadcasting System, Magic Capsule, Warner Bros. Japan, KlockWorx, Good Smile Company",J.C.Staff,Manga,23 min. per ep.,23,Comedy,KlockWorx,J.C.Staff
Somali to Mori no Kamisama,7.82,"Adventure, Slice of Life, Demons, Drama, Fantasy",TV,12,"Movic, North Stars Pictures, JY Animation, Crunchyroll SC Anime Fund, CA-Cygames Anime Fund, HORNETS, Mixer",Satelight,Web manga,23 min. per ep.,23,Drama,Movic,Satelight
Goblin Slayer: Goblin's Crown,7.19,"Action, Adventure, Fantasy",Movie,1,Hakuhodo DY Music & Pictures,White Fox,Light novel,1 hr. 25 min.,85,Action,Hakuhodo DY Music & Pictures,White Fox
Kitsutsuki Tanteidokoro,6.03,"Mystery, Historical",TV,12,"Marvelous, Tohokushinsha Film Corporation, BS Fuji, Tokyo MX, Muse Communication, Happinet",LIDENFILMS,Novel,24 min. per ep.,24,Mystery,Tokyo MX,LIDENFILMS
number24,6.63,"Sports, School",TV,12,"Movic, Magic Capsule, Tokyo MX, Mime Corporation, it's",PRA,Original,23 min. per ep.,23,School,Movic,PRA
Human Lost: Ningen Shikkaku,5.87,"Historical, Psychological, Drama, Seinen",Movie,1,Slow Curve,Polygon Pictures,Original,1 hr. 49 min.,109,Drama,Slow Curve,Polygon Pictures
Hataraku Saibou!!,7.45,"Comedy, Shounen",TV,8,"Aniplex, Kodansha, Magic Capsule",David Production,Manga,23 min. per ep.,23,Comedy,Aniplex,David Production
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,8.5,"Psychological, Drama, Thriller, Fantasy",TV,13,"AT-X, Memory-Tech, Hakuhodo DY Music & Pictures, Kadokawa Media House, Kadokawa",White Fox,Light novel,26 min. per ep.,26,Drama,AT-X,White Fox
Africa no Salaryman (TV),6.52,"Slice of Life, Comedy",TV,12,"Pony Canyon, Movic, Bandai Namco Live Creative, Ai Addiction, Sammy, Kadokawa Media House, Kadokawa, pH Studio",HOTZIPANG,Web manga,23 min. per ep.,23,Comedy,Movic,HOTZIPANG
Sword Art Online: Alicization - War of Underworld,7.63,"Action, Game, Adventure, Romance, Fantasy",TV,12,"Aniplex, Bandai Namco Entertainment, Egg Firm, Straight Edge, Kadokawa, Sonilude",A-1 Pictures,Light novel,23 min. per ep.,23,Action,Aniplex,A-1 Pictures
Ochikobore Fruit Tart,6.77,"Music, Slice of Life",TV,12,"Studio Mausu, Kadokawa",feel.,4-koma manga,23 min. per ep.,23,Slice of Life,Kadokawa,feel.
ACCA: 13-ku Kansatsu-ka - Regards,7.15,"Mystery, Police, Drama, Fantasy, Seinen",OVA,1,Lantis,Madhouse,Manga,47 min.,47,Drama,Lantis,Madhouse
Yakusoku no Neverland 2nd Season,7.49,"Sci-Fi, Mystery, Psychological, Thriller, Shounen",TV,11,"Aniplex, Shueisha",CloverWorks,Manga,22 min. per ep.,22,Sci-Fi,Aniplex,CloverWorks
BanG Dream! Film Live,7.66,Music,Movie,1,"Ultra Super Pictures, Bushiroad, Tokyo MX, Good Smile Company, HoriPro International",SANZIGEN,Original,1 hr. 12 min.,72,Music,Tokyo MX,SANZIGEN
Bakugan: Battle Planet,5.57,"Action, Game, Fantasy",TV,50,Nelvana,TMS Entertainment,Original,24 min. per ep.,24,Action,Nelvana,TMS Entertainment
Choujigen Game Neptune The Animation: Nep no Natsuyasumi,7.16,"Action, Comedy, Fantasy, Sci-Fi",OVA,1,Okuroto Noboru,Okuruto Noboru,Game,26 min.,26,Comedy,Okuroto Noboru,Okuruto Noboru
"Tenioha! 2: Nee, Motto Ecchi na Koto Ippai Shiyo? The Animation",6.84,Hentai,OVA,1,Pink Pineapple,Studio 1st,Visual novel,26 min.,26,Hentai,Pink Pineapple,Studio 1st
Mob Psycho 100: Dai Ikkai Rei toka Soudansho Ian Ryokou - Kokoro Mitasu Iyashi no Tabi,7.62,"Action, Slice of Life, Comedy, Supernatural",OVA,1,"Warner Bros. Japan, KlockWorx, BS Fuji, Hakuhodo DY Music & Pictures, Shogakukan",Bones,Original,24 min.,24,Comedy,KlockWorx,Bones
Ling Long: Incarnation,7.34,"Action, Sci-Fi, Horror, Demons, Drama, Thriller",ONA,6,bilibili,YHKT Entertainment,Original,30 min. per ep.,30,Action,bilibili,YHKT Entertainment
Han Hua Ri Ji,6.85,"Slice of Life, Comedy, Supernatural",ONA,12,bilibili,L²Studio,Original,14 min. per ep.,14,Comedy,bilibili,L²Studio
D4DJ: First Mix,7.7,Music,TV,13,Bushiroad,SANZIGEN,Original,23 min. per ep.,23,Music,Bushiroad,SANZIGEN
Nanatsu no Taizai: Kamigami no Gekirin,6.41,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen",TV,24,"TV Tokyo, VAP, Dentsu, Kodansha, Movic, Sammy","Studio Deen, Marvy Jack",Manga,24 min. per ep.,24,Action,TV Tokyo,Studio Deen
Yesterday wo Utatte,7.02,"Slice of Life, Drama, Romance, Seinen",TV,12,"TV Asahi, Sotsu, Delfi Sound, Lucent Pictures Entertainment, CyberAgent, AbemaTV, DMM.futureworks",Doga Kobo,Manga,23 min. per ep.,23,Drama,Sotsu,Doga Kobo
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,8.4,"Slice of Life, Drama, Fantasy",Movie,1,Shochiku,Kyoto Animation,Light novel,1 hr. 31 min.,91,Drama,Shochiku,Kyoto Animation
5-toubun no Hanayome ∬,8.05,"Harem, Comedy, Romance, School, Shounen",TV,12,"Pony Canyon, Kodansha, DAX Production, BS11, Nichion, GYAO!, Good Smile Film, MAGNET",Bibury Animation Studios,Manga,24 min. per ep.,24,Comedy,Pony Canyon,Bibury Animation Studios
Adachi to Shimamura,7.21,"Slice of Life, Romance, School, Shoujo Ai",TV,12,Kadokawa,Tezuka Productions,Light novel,24 min. per ep.,24,Romance,Kadokawa,Tezuka Productions
Eizouken ni wa Te wo Dasu na!,8.17,"Adventure, Comedy, School, Seinen",TV,12,"Warner Bros. Japan, Warner Music Japan, Shogakukan, NHK Enterprises",Science SARU,Manga,25 min. per ep.,25,Comedy,Warner Bros. Japan,Science SARU
Val x Love,5.89,"Harem, Comedy, Supernatural, Romance, Ecchi, School, Shounen",TV,12,"Square Enix, Sotsu, AT-X, Tokyo MX, Avex Pictures, Docomo Anime Store, BS11, GYAO!, A-Sketch, MAGNET, entama",Hoods Entertainment,Manga,23 min. per ep.,23,Comedy,AT-X,Hoods Entertainment
Mugen no Juunin: Immortal,7.36,"Action, Adventure, Historical, Supernatural, Drama, Martial Arts, Samurai, Seinen",ONA,24,"Nihon Ad Systems, Mainichi Broadcasting System, Pony Canyon, Kodansha",LIDENFILMS,Manga,23 min. per ep.,23,Action,Pony Canyon,LIDENFILMS
Non Non Biyori Nonstop,8.35,"Slice of Life, Comedy, Seinen",TV,12,"TV Tokyo, Lantis, AT-X, Kadokawa, Bandai Namco Arts, Bit grooove promotion, Sony Music Solutions",SILVER LINK.,Manga,24 min. per ep.,24,Comedy,Lantis,SILVER LINK.
Fairy Gone 2nd Season,6.39,"Action, Demons, Supernatural, Magic, Fantasy",TV,12,"Mainichi Broadcasting System, Movic, AT-X, Toho, Medicos Entertainment, BS11, Sanyo",P.A. Works,Original,23 min. per ep.,23,Action,Movic,P.A. Works
Yami Shibai 7,5.93,"Dementia, Horror, Supernatural",TV,13,TV Tokyo,ILCA,Original,4 min. per ep.,4,Supernatural,TV Tokyo,ILCA
Can You See? I'm Sushi,5.3,"Game, Music, Kids",Music,1,NHK,Creatures Inc.,Original,2 min.,2,Music,NHK,Creatures Inc.
Shokugeki no Souma: Shin no Sara,7.76,"Ecchi, School, Shounen",TV,12,"Warner Bros. Japan, KlockWorx, Shueisha, Bandai Namco Arts",J.C.Staff,Manga,24 min. per ep.,24,Shounen,KlockWorx,J.C.Staff
Uchi Tama?! Uchi no Tama Shirimasen ka?,6.9,Slice of Life,TV,11,"Aniplex, Dentsu, Fuji TV, Sony Creative Products","MAPPA, Lapin Track",Original,23 min. per ep.,23,Slice of Life,Aniplex,MAPPA
Tokimeki Runners,6.85,Music,Music,1,Lantis,Sunrise,Other,6 min.,6,Music,Lantis,Sunrise
Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,6.83,"Action, Mystery, Comedy, Supernatural, Drama, Shounen",TV,12,"Lantis, Bridge",Studio Deen,Manga,23 min. per ep.,23,Comedy,Lantis,Studio Deen
Yatogame-chan Kansatsu Nikki Nisatsume,6.31,"Slice of Life, Comedy, School, Shounen",TV,12,Cloud22,"Creators in Pack, Saetta",4-koma manga,3 min. per ep.,3,Comedy,Cloud22,Creators in Pack
